profile_id,email,target_role,archetype,year_of_study,n_skills,core_skills_covered,core_skills_total,core_coverage_pct
5e949995-6d93-26e4-ffc9-371ea2710f88,student0433@synthetic.seagas.test,Software Developer,average,4,9,5,6,83.3
e1697c3e-03dd-19b1-3e31-14aa7f1b47ba,student0434@synthetic.seagas.test,Web Developer,weak,1,5,0,5,0.0
677a740e-4adb-6881-85cb-135aae2f9cbf,student0435@synthetic.seagas.test,Data Analyst,average,4,14,5,7,71.4
1d9d49a6-7964-e3d6-47e0-b4a4fc493658,student0436@synthetic.seagas.test,Software Developer,weak,3,10,4,6,66.7
a278c88a-fc78-1c5a-d1f8-4d79241cc262,student0437@synthetic.seagas.test,Web Developer,average,1,6,2,5,40.0
31019662-55ef-5723-91bb-ca038c9c0a38,student0438@synthetic.seagas.test,Cloud Engineer,average,3,7,2,5,40.0
462c2c93-3335-7b7e-ee59-cad04357cf15,student0439@synthetic.seagas.test,Web Developer,average,1,7,4,5,80.0
69877892-1d65-19e3-c335-e611f0a91ba0,student0440@synthetic.seagas.test,Data Analyst,weak,2,4,2,7,28.6
1bf56c95-a7e1-9ab0-9425-b29dc4008d41,student0441@synthetic.seagas.test,Data Analyst,strong,3,13,6,7,85.7
00aaf1bb-7201-dad7-0f3b-fd628fb1c751,student0442@synthetic.seagas.test,Data Analyst,weak,3,2,0,7,0.0
a2e0f852-b2bd-4452-04bf-be6a353ca07e,student0443@synthetic.seagas.test,Software Developer,average,3,9,3,6,50.0
b1c4ef50-4eea-7844-2394-38b7e7763526,student0444@synthetic.seagas.test,Software Developer,average,4,9,3,6,50.0
da4dd3c5-1b1c-8af3-a615-217d55b9998e,student0445@synthetic.seagas.test,Software Developer,strong,1,13,6,6,100.0
842e5527-b16a-d616-5ea9-edb3cf9793e3,student0446@synthetic.seagas.test,Cloud Engineer,average,4,7,2,5,40.0
b8f0aea6-d26b-1581-2447-367ac04c5594,student0447@synthetic.seagas.test,Data Analyst,average,3,8,4,7,57.1
a5412d3b-09f6-269a-bf62-ca27f7661dec,student0448@synthetic.seagas.test,Data Analyst,average,4,11,7,7,100.0
11a0d06c-6be0-a953-29f3-2051b95a4616,student0449@synthetic.seagas.test,Cloud Engineer,average,1,10,1,5,20.0
ed1d1ea9-ce7f-41fb-e7d8-6b10bb3abc80,student0450@synthetic.seagas.test,Web Developer,weak,3,7,2,5,40.0
6c9ea692-334c-0920-3f94-3466091024e7,student0451@synthetic.seagas.test,Cloud Engineer,average,1,10,4,5,80.0
0f1a616f-12c9-543f-214d-b1a615e9c8ff,student0452@synthetic.seagas.test,Software Developer,weak,4,10,3,6,50.0
2a2c750c-1d40-6357-814c-31b2aed99198,student0453@synthetic.seagas.test,Cybersecurity Analyst,weak,3,3,0,4,0.0
b1d250bc-b742-7eb6-154f-82435bc75849,student0454@synthetic.seagas.test,Data Analyst,strong,3,14,7,7,100.0
32f6a44a-deec-a657-a445-86ea56c81807,student0455@synthetic.seagas.test,Cloud Engineer,weak,3,4,2,5,40.0
7fa9aae9-04ba-dcf4-9000-72e315991dbf,student0456@synthetic.seagas.test,Web Developer,weak,2,8,1,5,20.0
2a7b0c8f-97f8-b7d9-eeb7-61db49173d53,student0457@synthetic.seagas.test,Data Scientist,strong,2,12,5,6,83.3
e2302224-250b-6c28-4ebc-a2d6b55f1265,student0458@synthetic.seagas.test,Web Developer,strong,4,11,5,5,100.0
f6d000dd-6e79-7647-c581-a359a516198f,student0459@synthetic.seagas.test,Data Scientist,strong,2,13,5,6,83.3
102478ac-328e-99cd-7ec8-6fd6b8f57bcf,student0460@synthetic.seagas.test,Data Analyst,average,4,11,6,7,85.7
c1aeebca-da38-38bb-c351-999e9222a5de,student0461@synthetic.seagas.test,Software Developer,average,4,11,6,6,100.0
c4cf769e-b363-8c5a-cdc9-62721449603c,student0462@synthetic.seagas.test,Data Scientist,average,1,6,5,6,83.3
4eea696c-ed54-3aa0-2c3b-e788beb98ddb,student0463@synthetic.seagas.test,Data Analyst,strong,4,12,7,7,100.0
45856270-140c-9b0d-6e6d-d4635c73e1ed,student0464@synthetic.seagas.test,Cloud Engineer,average,1,9,4,5,80.0
54d3edb4-2703-fb66-65b2-5d353b3f3679,student0465@synthetic.seagas.test,Cloud Engineer,strong,1,15,5,5,100.0
2f1b8c90-a28f-3731-5b2e-a9d6c7eaf180,student0466@synthetic.seagas.test,Web Developer,average,4,11,4,5,80.0
84386aaf-a3fd-8f6f-1a33-47cba3dca0c6,student0467@synthetic.seagas.test,Web Developer,strong,2,11,4,5,80.0
40e00833-8514-0240-8a7f-81ddea4f5853,student0468@synthetic.seagas.test,Cloud Engineer,strong,2,14,5,5,100.0
a6319b8e-a603-8076-c202-0122a9789239,student0469@synthetic.seagas.test,Data Analyst,strong,1,17,7,7,100.0
7fadd0bc-2865-c565-4291-4a5253e601ac,student0470@synthetic.seagas.test,Cloud Engineer,average,4,4,2,5,40.0
c7dba592-fd1a-b6b5-b3ca-a376d09795e3,student0471@synthetic.seagas.test,Data Analyst,strong,4,14,7,7,100.0
efd13d60-3e3c-54d1-360f-b1f2fdb59d06,student0472@synthetic.seagas.test,Web Developer,strong,3,14,5,5,100.0
7a0d5ff9-60ee-552c-d86b-ed9a202de51c,student0473@synthetic.seagas.test,Cloud Engineer,average,3,9,4,5,80.0
fa923fde-df89-7a84-b8e2-c5e24f5d9769,student0474@synthetic.seagas.test,Data Scientist,average,3,10,5,6,83.3
355d3715-16d5-86c1-4b6a-24ad234bf2fe,student0475@synthetic.seagas.test,Software Developer,average,3,11,5,6,83.3
e51d86f2-856c-df86-2370-c9e97ab09e1b,student0476@synthetic.seagas.test,Data Scientist,average,3,10,5,6,83.3
290e9997-6afb-0cf2-4921-c5857d35c657,student0477@synthetic.seagas.test,Cybersecurity Analyst,average,3,8,2,4,50.0
4bb64f5a-b74d-79e0-081b-0b205f0c3ee5,student0478@synthetic.seagas.test,Software Developer,average,4,13,5,6,83.3
2c8fbe55-7164-92ba-8c14-a123771844b2,student0479@synthetic.seagas.test,Cloud Engineer,average,2,9,4,5,80.0
a13fe1be-16ac-56d0-840f-c16f8fa84ec0,student0480@synthetic.seagas.test,Web Developer,average,3,12,5,5,100.0
d1328e84-aaf6-267b-567d-589ba2d9cd29,student0481@synthetic.seagas.test,Cybersecurity Analyst,average,3,11,3,4,75.0
86ed18f2-da10-3739-341c-aa81b771abff,student0482@synthetic.seagas.test,Software Developer,average,1,8,5,6,83.3
a01d3239-20ab-96a9-71df-2c8d9885adb1,student0483@synthetic.seagas.test,Software Developer,average,2,10,5,6,83.3
3d39451b-4fef-f537-dc66-a4dd78b2ae15,student0484@synthetic.seagas.test,Software Developer,average,4,9,4,6,66.7
c1be9c4b-b95c-1497-4b53-aa96248fae82,student0485@synthetic.seagas.test,Cybersecurity Analyst,weak,2,8,3,4,75.0
0fcd96d9-53ea-e349-872a-fef3ac01316d,student0486@synthetic.seagas.test,Data Analyst,average,4,8,6,7,85.7
75788cd5-d560-8029-697f-ec0f43b4e0b9,student0487@synthetic.seagas.test,Cloud Engineer,average,4,10,4,5,80.0
050f08a6-7c14-1e97-dfd4-e0c2e5f33e3d,student0488@synthetic.seagas.test,Data Scientist,strong,2,15,6,6,100.0
c53bd1ac-9813-1e59-c4bb-12264e1c47d7,student0489@synthetic.seagas.test,Cybersecurity Analyst,average,3,6,3,4,75.0
e5fafaa9-33b5-cb68-6059-f8d9106fc253,student0490@synthetic.seagas.test,Cybersecurity Analyst,weak,4,10,2,4,50.0
ecff1f17-2fe8-1dae-2db2-b1118b0f2649,student0491@synthetic.seagas.test,Cybersecurity Analyst,average,1,6,3,4,75.0
6dc1eb13-56fc-b115-1627-b7b9563f393b,student0492@synthetic.seagas.test,Software Developer,average,1,9,3,6,50.0
d1b3f6b1-6d73-4f93-16c6-8aada8bfb083,student0493@synthetic.seagas.test,Data Scientist,average,3,14,5,6,83.3
88c6f51b-9c40-00ae-f41e-7b9e1b14b563,student0494@synthetic.seagas.test,Web Developer,average,2,11,2,5,40.0
83e9859f-1d6a-1c2a-2474-faaf89f1cc00,student0495@synthetic.seagas.test,Data Scientist,average,3,9,5,6,83.3
af26365a-bc6a-e409-7a33-e6262ee4ab9d,student0496@synthetic.seagas.test,Software Developer,average,2,6,4,6,66.7
18bd689c-1802-1fa0-42f3-707a23ca9cae,student0497@synthetic.seagas.test,Software Developer,strong,2,12,6,6,100.0
e4b4a59d-5735-025f-b562-a92314b654c4,student0498@synthetic.seagas.test,Web Developer,average,3,15,5,5,100.0
c0a18525-4e50-0c39-64ab-0c196beb8c0f,student0499@synthetic.seagas.test,Cloud Engineer,average,4,11,3,5,60.0
f63a5201-69ce-ba2d-da76-bedd89cdd093,student0500@synthetic.seagas.test,Data Analyst,average,3,12,5,7,71.4
